Name,Age,Potential,Position,Overall
Bae Seul Gi,33,65,CB,65
D. Bejarano,26,66,NP,65
P. Nymann,35,65,RM,65
R. Ram¡rez,21,75,GK,65
M. de Fockert,23,71,GK,65
Wang Gang,29,65,RB,65
J. Ngoy,20,78,RM,65
S. Madden,30,65,RB,65
Carlos Nieto,22,70,CB,65
Oh Jae Suk,28,65,RB,65
P. Sontheimer,19,76,CM,65
S. Karamoko,25,68,RB,65
H. El Mokeddem,19,75,RW,65
J. Espericueta,23,70,CM,65
Ka Sol Heon,27,65,CB,65
F. G”tze,20,79,CB,65
C. Ekuban,24,71,ST,65
A. Tahar,28,65,CDM,65
C. Irwin,29,65,GK,65
M. Hairston,24,69,RB,65
J. Jones,20,77,RM,65
S. Barry,28,65,RB,65
A. Koita,19,77,LW,65
D. Worrall,28,65,RM,65
J. Guillermo,28,65,CDM,65
H. Guy,33,65,CM,65
A. Brunst,22,74,GK,65
J. Dacosta,22,73,RB,65
R. Moriwaki,32,65,CB,65
J. Brown,29,65,LB,65
M. Dyrestam,26,67,RB,65
Jeong Hyuk,32,65,LCM,65
S. Grether,26,68,RB,65
J. Ness,27,66,LCM,65
H. Dahmani,30,65,LM,65
T. Hopper,24,68,ST,65
F. Knudsen,21,77,LCB,65
J. Pohl,22,76,ST,65
I. Paro,23,70,RCB,65
C. Munder,18,76,LW,65
J. Cano,35,65,RB,65
E. Iyoha,20,77,ST,65
N. Adams,31,65,RWB,65
J. God¡nez,21,78,ST,65
C. Mandouki,26,66,RCM,65
M. Atwa,27,66,RCB,65
J. Washausen,29,65,RDM,65
Shim Dong Woon,28,65,RCM,65
P. Jaquez,22,76,CB,65
Everton,24,68,ST,65
L. James,30,65,RDM,65
H. Matthys,22,72,LCB,65
N. Ishihara,33,65,ST,65
A. Sabiri,21,76,LM,65
Y. Thuram,29,65,GK,65
J. Willis,23,72,RCB,65
L. Ghiringhelli,26,68,RB,65
F. Kath,23,69,LM,65
D. Ball,22,72,RDM,65
D. Volkmer,22,72,CB,65
B. Augustyn,30,65,LCB,65
?ngel Galv n,25,71,GK,65
F. Jamnig,27,65,RM,65
J. Reinhardt,30,65,RDM,65
Liu Dianzuo,28,65,GK,65
F. Reese,20,77,ST,65
K. Matsubara,21,72,LB,65
R. Janssen,28,65,LB,65
J. Ayala,30,65,GK,65
M. Lundemo,24,72,CM,65
A. Ciranni,22,72,RB,65
B. Konat‚,22,72,CDM,65
A. Crognale,23,73,CB,65
Kwak Kwang Sun,32,65,CB,65
F. Boyer,27,66,LB,65
Noblejas,25,70,LB,65
Q. Westberg,32,65,GK,65
S. Daham,22,76,RCM,65
M. Fellah,29,65,RM,65
T. Miyayoshi,25,66,ST,65
J. Bellegarde,20,78,CDM,65
O. Ba,22,74,LCB,65
M. Fetsch,29,65,RS,65
H. Ekstein,27,66,RM,65
C. Bayala,22,72,RM,65
T. Cancellotti,26,66,RM,65
Kweon Han Jin,30,65,RCB,65
E. Upson,28,65,CM,65
A. Cook,27,65,RS,65
L. Miracoli,26,68,ST,65
L. J„ger,24,70,CDM,65
Park Yi-Young,24,70,RB,65
S. Payne,26,65,RS,65
S. Arai,29,65,GK,65
L. Tipton,25,65,LB,65
C. Doidge,25,67,ST,65
A. Ndom,22,74,CDM,65
N. Medvedev,23,74,GK,65
K. Murata,29,65,RM,65
D. Gazdag,22,76,CM,65
Jo?o Moutinho,20,79,LB,65
A. Annan,31,65,RCM,65
S. Wagstaff,28,65,RM,65
A. Fukumori,25,70,LCB,65
Ryu Seung Woo,24,71,CAM,65
D. Baumann,23,70,RS,65
O. Rodr¡guez,21,76,LB,65
Pedrinho,33,65,RB,65
J. Ebobisse,21,75,ST,65
J. Toivio,30,65,CB,65
M. Bruccini,32,65,CM,65
C‚sar Ortiz,29,65,RCB,65
K. Veendorp,21,75,RCB,65
J. Amoah,23,73,CM,65
P. Gonz lez,25,68,CM,65
R. Amin,22,72,CM,65
H. Otani,33,65,RDM,65
S. Kikuchi,26,66,RW,65
L. Gonz lez,27,65,RW,65
M. Burch,34,65,LB,65
Y. Amankwah,29,65,RCB,65
T. Mickel,29,65,GK,65
Kim Dong Woo,30,65,LCB,65
S. Calvano,24,68,CM,65
J. Bree,20,77,RB,65
V. Damascan,19,79,ST,65
B. K”rk,38,65,GK,65
S. Takahashi,28,65,RB,65
A. Vallci,22,69,LWB,65
L. Giovini,36,65,GK,65
E. Flores,26,65,LB,65
G. Honeyman,23,72,LDM,65
A. Cairns,25,70,GK,65
Kim Nam Chun,29,66,CB,65
L. Solignac,27,65,RW,65
Kim Yong Hwan,25,69,LB,65
N. Kuipers,25,68,RCB,65
A. Hopmark,26,67,RCB,65
Y. Barnawi,24,69,RB,65
K. Moleko,28,65,RB,65
J. Kauko,27,65,LCM,65
O. Sidib‚,33,65,RCB,65
J. Dacres-Cogley,22,74,RB,65
D. Bates,21,75,RCB,65
M. Budzi?ski,27,65,CDM,65
N. Lavanchy,24,70,RB,65
F. Rodr¡guez,32,65,LB,65
D. Doekhi,20,75,CB,65
S. Fujita,31,65,RM,65
B. Mason,20,76,LB,65
Jorge Cuenca,18,78,CB,65
I. Ram¡rez,23,71,CDM,65
R. K”nig,35,65,RS,65
S. Clark,32,65,GK,65
Adri Castellano,24,72,LB,65
M. Guezoui,29,65,ST,65
K. Morris,24,69,RM,65
S. Lundholm,24,70,RM,65
G. Perea,26,68,CB,65
K. Ogawa,25,66,RM,65
C. Benav¡dez,20,75,CDM,65
M. Erb,28,66,CB,65
J. Rodr¡guez,25,68,LCM,65
B. Youssouf,24,70,RB,65
Grego Sierra,25,70,CM,65
J. Sabbatini,30,65,RCM,65
N. Briasco,22,75,ST,65
F. Hansch,22,71,RM,65
M. Ingram,24,73,GK,65
A. Ibsen R?mer,24,69,LCM,65
L. Filippini,22,70,LB,65
D. Dankerlui,21,73,RB,65
Markel Areitio,21,77,GK,65
J. Chapman,24,70,CM,65
E. Ampadu,17,86,LDM,65
H. Kane,19,75,RCM,65
L. Fiordilino,21,75,CM,65
B. Verboom,26,67,LB,65
D. Gape,23,71,LCM,65
E. Miller,25,69,RB,65
Y. Maruhashi,27,65,LB,65
Yang Zhi,35,65,GK,65
P. Larsen,29,65,CM,65
L. Verna,25,70,LDM,65
F. Silva,35,65,CDM,65
B. Close,21,76,CM,65
Pit‚,23,72,LB,65
Q. Amarikwa,30,65,ST,65
Marquitos,31,65,CM,65
B. Tsonev,23,71,CAM,65
C. Long,23,72,ST,65
K. Bak?rc?o?lu,37,65,CM,65
F. Mendy,24,71,RCB,65
K. Haraldseid,24,69,RB,65
J. Blomberg,31,65,LCM,65
Y. Mena,28,65,ST,65
W. Eskelinen,21,77,GK,65
Fan Yunlong,29,65,LM,65
M. Honsak,21,73,LM,65
D. Bouzanis,27,65,GK,65
B. Maubleu,28,67,GK,65
T. Rhle,27,65,LS,65
K. Shelton,25,70,ST,65
Diego Parras,22,73,RB,65
L. Di Matteo,30,65,LB,65
J. Dal‚,32,65,ST,65
M. Hernandez,26,68,LB,65
C. Mancilla,25,71,RCB,65
F. Vi fara,26,67,RB,65
H. Chapman,20,79,LW,65
M. Antonucci,19,81,LW,65
L. Neagle,31,65,LM,65
B. Kamau,23,70,RW,65
L. Putaro,21,72,RW,65
C. Giousis,19,80,CAM,65
E. Birni‡an,29,65,GK,65
I. Akda?,26,66,RDM,65
J. Clark,24,68,RM,65
S. Mrowca,24,68,CDM,65
U. Nayir,25,70,ST,65
J. Caenepeel,21,72,RM,65
Iv n M rquez,24,70,CB,65
N. Besler,25,70,CB,65
N. Loyola,23,69,LB,65
F. Rogic,25,69,LW,65
P. Hoffmann,26,66,RM,65
E. C¢rdoba,24,70,RB,65
Zhao Yuhao,25,71,CDM,65
?lvaro,20,77,GK,65
D. Szoboszlai,17,83,CAM,65
Q. Maceiras,22,74,RB,65
T. Augello,23,71,LB,65
A. Kampetsis,19,76,ST,65
T. Schrammel,30,65,LM,65
D. Poleon,24,69,ST,65
T. Kemp,27,65,LB,65
D. Diagn‚,23,71,CDM,65
J. Thorniley,21,77,CB,65
H. Weydandt,22,72,ST,65
F. Sporkslede,24,68,RWB,65
A. D¡az,22,72,ST,65
I. Zotko,21,75,CB,65
J. Mendes,27,66,ST,65
C. Trueman,22,75,GK,65
F. Azemi,26,68,ST,65
Fernando,28,68,GK,65
A. O'Neill,19,77,RM,65
Javi Jim‚nez,21,73,CB,65
M. Dube,25,68,RWB,65
J. Mej¡as,20,78,RCB,65
C. Ohene,24,68,RCM,65
K. Risg†rd,35,65,CM,65
F. Forte,25,68,RS,65
Han Seok Jong,25,67,CM,65
N. Avellaneda,25,71,GK,65
Park Dae Han,27,65,LB,65
A. Erceg,28,65,LS,65
M. V zquez,25,69,CAM,65
L. Justiniano,25,68,LCM,65
A. Wildig,26,66,LDM,65
O. Abdulaziz,34,65,CDM,65
F. Kent,22,75,RCB,65
M. Pink,27,66,ST,65
F. Morais,32,65,LCM,65
S. Yesil,24,70,ST,65
M. Brki,24,69,LB,65
L. Mosquera,29,65,LB,65
J. Horsfield,22,73,CDM,65
K. Edwards,20,77,LM,65
O. Hawkins,26,68,ST,65
H. Opdal,36,65,GK,65
T. Albutat,25,69,CDM,65
H. Cid,26,66,CM,65
T. Edwards,19,82,RB,65
B. Arce,19,74,LM,65
Sui Donglu,35,65,CB,65
A. Palacios,26,65,RM,65
E. K„ck,28,65,LWB,65
V. Sierro,22,74,RCM,65
A. Rodman,31,65,RM,65
E. Zenga,25,68,CM,65
R. Ruiz,32,65,RB,65
C. McHugh,25,67,CDM,65
Ferr n Giner,30,65,LM,65
F. Ponce,30,65,CAM,65
A. Chicksen,26,66,LB,65
N. Miatke,28,65,LM,65
G. R¢lantsson S?rensen,25,66,LW,65
A. Damen,28,67,GK,65
A. Arroyo,24,69,ST,65
I. Voca,21,77,RDM,65
Fran Manzanara,21,75,CDM,65
S. Lawson,23,70,CDM,65
A. Gerbo,28,65,RM,65
A. N'Diaye,27,65,LM,65
R. McCrorie,20,80,CDM,65
M. O'Connor,30,65,RCM,65
L. Prosser,30,65,LCB,65
J. Clauss,25,68,RB,65
G. Cummins,30,65,ST,65
F. Olijve,29,65,CM,65
Maicon,25,66,RM,65
C. Mosca,27,65,RCM,65
G. Castrovilli,21,79,RW,65
G. Nepomuceno,25,66,LM,65
S. Dembele,21,75,LM,65
M. McKay,35,65,CDM,65
S. Ringstad,26,66,LB,65
C. Evina,26,65,LB,65
L. Wing,23,72,CM,65
D. Henry,25,70,CB,65
M. Jakoli?,21,72,LW,65
G. Di Noia,23,71,CM,65
N. Ansell,24,71,CB,65
G. Wthrich,23,72,CB,65
M. Osei Kwadwo,23,73,RM,65
Nathan,23,72,CB,65
K. Tokstad,26,65,RM,65
V. Agardius,28,66,LCB,65
A. Sandona,25,70,LCB,65
K. Osorio,24,70,LCM,65
S. Al Rubaie,24,71,RCB,65
D. Van den Buijs,22,71,LCB,65
A. Badji,20,76,ST,65
M. Eisa,23,72,ST,65
N. Sessa,22,72,CAM,65
M. ?lvarez,29,67,GK,65
D. Ball,28,65,LM,65
A. Thompson,25,68,CB,65
G. Morrissey,26,66,LDM,65
D. Remick,27,66,LB,65
J. Dall'Oglio,26,66,LCM,65
Yang Jun A,29,65,RCB,65
G. Beretta,26,66,ST,65
J. C¢rdoba,30,65,CDM,65
T. Craig,33,65,LCB,65
S. Monaco,25,66,CB,65
M. Rahn,28,66,RCB,65
M. Rosheuvel,27,65,RM,65
C. Amissi,28,65,LDM,65
J£nior Tavares,21,74,LB,65
M. Breij,21,73,CAM,65
C. Vergara,24,70,CB,65
Y. Rokutan,31,65,GK,65
T. Danneberg,32,65,CM,65
B. Kwiecie?,24,70,CDM,64
P. Tietz,20,71,LS,64
M. Gostomski,29,64,GK,64
T. Ricketts,30,64,ST,64
R. Klingenburg,24,68,LCM,64
A. Hoole,24,66,RM,64
A. Piu,21,75,LW,64
M. Heyer,23,70,CB,64
Y. Opazo,33,64,RB,64
I. Sankhon,22,71,CM,64
C. Hussey,29,64,LWB,64
R. Atassi,27,67,LCB,64
J. Hiwula,23,71,LM,64
S. Kashket,22,76,RW,64
E. Bj”rkander,22,73,CB,64
E. Abedini,19,78,CDM,64
D. Giorico,26,66,CM,64
L. de la Torre,20,76,CAM,64
Peixotacinho,34,64,CB,64
N. Hazazi,25,66,LCM,64
T. Kanamori,24,70,ST,64
E. Moreno,24,70,RDM,64
P. Malarczyk,26,65,CB,64
W. Burns,23,69,RW,64
V. Bergan,23,73,LCB,64
D. Okereke,20,76,ST,64
W. Vorsager,21,73,LCB,64
A. Bischoff,31,64,CM,64
M. Matras,27,65,CDM,64
H. Kamara,24,68,LM,64
K. Soni,20,81,CAM,64
F. Al Masrahi,25,67,GK,64
Adri n G¢mez,24,73,CB,64
A. Petre,20,74,ST,64
M. Bakenga,25,67,LS,64
D. Berntsen,25,67,CAM,64
Y. Hiraoka,32,64,RCB,64
K. Enghardt,26,66,CB,64
T. Pope,32,64,RS,64
A. Ivan,23,71,RM,64
O. Custodio,23,72,CM,64
J. Teunckens,20,75,GK,64
D. Donohue,24,66,LB,64
E. Oti Essigba,21,74,LW,64
R. Kiernan,27,64,CB,64
J. Lumley,23,73,GK,64
M. Torres,22,76,RCB,64
D. Bertaud,20,76,GK,64
K. Oiwa,28,64,CB,64
J. Ram¡rez,20,77,CM,64
Pablo Fern ndez,21,72,ST,64
Cho Soo Hyuk,31,64,GK,64
Z. Jovanovic,31,64,CAM,64
D. Islamovic,24,71,ST,64
E. Ekpolo,23,68,RB,64
D. Wynne,23,69,CB,64
S. Surridge,19,77,ST,64
E. Huth,21,74,ST,64
E. Pereyra,19,79,LB,64
R. Foster,32,64,RB,64
J. Donacien,24,68,RB,64
X. Tomas,32,64,CB,64
D. Batty,20,78,RDM,64
R. Steer,36,64,ST,64
Mateus Couteira,34,64,CB,64
G. Diangana,20,79,RM,64
F. Aksoy,20,75,CB,64
M. Tootle,27,64,RB,64
D. Wein,24,69,RCM,64
M. Bravo,25,68,LB,64
D. Stroh-Engel,32,64,ST,64
D. Orgill,28,64,LS,64
N. Neidhart,23,70,LB,64
J. Ockford,26,66,CB,64
B. Gschweidl,22,68,ST,64
S. Yohou,26,66,CB,64
E. Pantelakis,23,72,CB,64
Marcel,25,69,CDM,64
L. Leahy,25,66,LB,64
D. Vr?ogi?,28,64,LB,64
S. Coulibaly,23,71,CB,64
A. Rodr¡guez,25,69,ST,64
M. Khubrani,24,68,CB,64
C. Dagnall,32,64,ST,64
Vasqu?o Junior,30,64,CB,64
F. Bj”rk‚n,27,65,RB,64
J. Williams,22,73,CDM,64
H. Al Ghaddioui,27,64,ST,64
S. Saunders,34,64,CM,64
A. Sarcevic,26,66,RCM,64
P. Zieli?ski,27,64,RM,64
F. Alastra,20,75,GK,64
O. Richards,19,79,LB,64
Y. Andia,25,67,LCM,64
Wang Yun,35,64,CM,64
M. Sansores,27,65,RS,64
J. Mart¡nez,24,70,GK,64
T. De Smet,20,75,CB,64
A. Obispo,19,78,CB,64
J. Colman,19,76,RM,64
A. Nef,36,64,CB,64
S. Lawless,27,64,RWB,64
A. Seck,26,68,CB,64
S. Saucedo,21,74,LW,64
R. Marchizza,20,78,CB,64
M. Adams,21,75,CDM,64
C. Orrant¡a,27,65,RB,64
B. Bellot,27,64,GK,64
G. Zampano,24,67,RM,64
R. Poole,20,75,CB,64
Y. D¡az,26,64,RM,64
T. Berni,35,64,GK,64
F. Nouble,26,64,ST,64
T. Gebauer,36,64,GK,64
F. Torgnascioli,27,67,GK,64
A. Etemadi,31,64,GK,64
C. Reilly,24,67,CM,64
B. Rowe,29,65,GK,64
M. Vitzthum,26,66,LDM,64
O. ™zdemir,23,70,CB,64
Alberto Varo,25,70,GK,64
Claudio Mouria,26,64,CAM,64
P. Staikos,22,73,CDM,64
N. Fazzi,23,69,LM,64
R. Cepeda,24,71,CM,64
E. Zald¡var,21,74,CM,64
Zhu Jianrong,26,65,ST,64
M. Chac¢n,24,68,LCM,64
S. Londo¤o,23,74,GK,64
S. Luna,30,64,RB,64
N. Mason,21,71,RB,64
S. Skytte,21,75,CM,64
K. Madu,22,71,LB,64
G. Ruggiero,18,80,CDM,64
M. Legittimo,29,64,LCB,64
F. Assmann,32,64,GK,64
C. Mueller,21,76,RM,64
Willy,29,64,ST,64
P. Owusu,21,72,ST,64
L. Diaby Fadiga,17,80,ST,64
H. Hansen,23,69,CB,64
R. Hayasaka,32,64,LCM,64
E. Lomotey,20,76,CDM,64
J. Marim¢n,19,75,CDM,64
Jiang Tao,29,64,RB,64
F. Bechtholdt,24,67,CDM,64
P. Salomon,30,64,LCM,64
A. Fukuta,26,65,RAM,64
A. Carleton,18,80,LM,64
Mart¡nez,25,68,LCB,64
Pablo V zquez,23,72,CB,64
K. Michael,18,80,RCM,64
Rong Hao,31,64,LB,64
J. Szmatu?a,37,64,GK,64
J. Ward,22,72,RM,64
M. Perdiji?,36,64,GK,64
Z. Gordon,25,68,RCB,64
J. Mendy,28,64,ST,64
T. Nishimura,21,70,CF,64
Andr‚ Sousa,20,75,LB,64
J. Amon,19,79,LW,64
A. Parmak,23,70,LM,64
C. Gustafsson,31,64,RDM,64
J. Bowery,26,65,RS,64
Zhao Honglue,28,64,LB,64
J. Arvidsson,33,64,LB,64
K. Abazaj,21,71,RW,64
Cidinho,25,69,CAM,64
Marcelo Freitas,24,68,CM,64
B. Jopek,24,69,CM,64
A. Masuyama,21,69,RW,64
F. Flecker,22,72,RM,64
M. Zimmer,25,67,CAM,64
K. Furuhashi,23,69,ST,64
M. Demb‚l‚,21,72,ST,64
L. Geertruida,17,80,CB,64
Julen L¢pez,22,74,CB,64
S. Svarnas,23,72,CB,64
K. Bryan,21,77,CB,64
Joaninho Chagas,30,64,CAM,64
P. Schmidt,19,74,ST,64
N. Schiappacasse,19,81,LM,64
L. Ainsworth,30,64,RM,64
M. Ellingsen,23,72,CM,64
S. Mamba,24,68,RS,64
R. Marquez,26,65,CB,64
I. €ipe,23,73,GK,64
T. Kn”ll,20,75,ST,64
P. Prosenik,25,67,ST,64
E. Galekovic,37,64,GK,64
L. Schnellbacher,24,69,ST,64
Sergio L¢pez,19,80,RB,64
J. Bond,25,69,GK,64
Q. Braat,20,75,GK,64
C. Romero,20,78,CB,64
Mairdel Sampaio,30,64,CAM,64
A. Absalem,21,72,LB,64
Lee Yun Pyo,33,64,LCB,64
H. Akpan,26,65,CM,64
J. Faucher,26,65,ST,64
P. Wiegers,28,65,GK,64
J. Cano,28,64,LM,64
J. Cortizo,22,72,LW,64
P. Breitkreuz,26,65,ST,64
K. Rend¢n,25,69,CM,64
M. Lftner,24,68,CB,64
J. M†rtensson,29,64,RCM,64
A. Bernede,19,75,CAM,64
R. Iio,27,64,RM,64
A. Zamora,26,65,CB,64
S. Rudol,23,69,CB,64
S. Tanabe,28,64,LM,64
J. Clarke,23,68,RB,64
D. Hofbauer,27,64,CM,64
M. Cebula,22,70,CAM,64
K. Baccus,26,64,CDM,64
K. ?widerski,21,74,ST,64
Romera,30,64,RB,64
G. ?lvarez,26,67,ST,64
M. Meilinger,26,64,RM,64
M. Wieteska,21,72,CB,64
Allef,23,69,ST,64
L. Gonnelli,25,70,CB,64
Y. Demoncy,22,72,CDM,64
N. Knight-Percival,31,64,LCB,64
R. Allen,28,64,RB,64
Bruno Silva,25,67,LB,64
D. Peri?,23,69,CB,64
G. Mart¡nez,29,64,ST,64
Cho Suk Jae,25,67,ST,64
J. Garc¡a,29,64,RCB,64
F. Hormaz bal,22,75,RW,64
D. Perquis,34,64,CB,64
S. Piesinger,26,64,CDM,64
F. Woodman,21,78,GK,64
T. Amang,20,76,ST,64
H. Delbridge,26,65,LCB,64
M. Pedersen,28,64,RCB,64
C. Smith,22,69,CAM,64
C. Nielsen,24,67,CM,64
Z. Sanogo,21,74,CF,64
H. Weigelt,20,76,CB,64
Kim Soo Beom,27,64,LB,64
A. Gilliead,22,74,LM,64
J. Aigner,37,64,ST,64
P. Ceccaroni,22,70,CB,64
O. Aydo?an,21,69,CAM,64
Hong Jeong Un,23,72,LCB,64
M. Soisalo,20,75,RM,64
G. Loiacono,26,64,CB,64
J. Aguirre,21,72,LCB,64
Tiago Marques,30,64,ST,64
M. Pietrowski,30,64,LB,64
J. Laursen,23,71,LWB,64
A. Tanaka,30,64,CAM,64
J. Goitia,23,71,RB,64
J. Thiar‚,25,69,ST,64
A. Monsecour,22,71,CB,64
D. Niepsuj,22,71,RB,64
F. Henr¡quez,23,71,CDM,64
Lucas Fran‡a,22,74,GK,64
F. Kastrati,26,65,ST,64
M. Janzer,26,65,LM,64
B. Uaferro,26,67,RCB,64
M. Uhre,23,71,ST,64
A. St?l†s,29,64,LB,64
S. Mallan,22,75,LCM,64
S. Roa,22,73,RB,64
Cho Sung Hwan,36,64,CB,64
M. Heinloth,26,66,RB,64
K. Fisher,24,67,CB,64
A. Aremu,18,78,RCM,64
A. Fein,19,79,LDM,64
R. Bowman,26,65,ST,64
N. Karger,25,67,LW,64
A. Cicƒld?u,20,77,CM,64
D. Osei Yaw,19,75,RW,64
M. Naderi,21,73,LB,64
K. Dobras,25,65,LM,64
I. Faraj,19,80,RM,64
C. Mallace,28,64,CDM,64
D. Serna,24,69,CAM,64
C. N”the,30,64,LM,64
J. Allansson,25,67,CM,64
Han Kook Young,28,64,CM,64
N. Tripichio,22,74,RB,64
A. Walkes,21,72,RB,64
A. Dozzell,19,80,CM,64
Kim Dong Suk,31,64,CM,64
C. Masuda,33,64,CDM,64
G. Kongshavn,27,65,GK,64
S. Neville,29,64,RB,64
R. Raveloson,21,72,CB,64
T. Kadewere,22,72,ST,64
T. Dieng,26,66,CAM,64
O. Atasayar,23,72,LB,64
C. Tilt,26,67,LCB,64
?lex Centelles,18,77,LB,64
R. Jackson,27,64,RB,64
V. Milke,23,72,CB,64
C. Rojas,32,64,CB,64
Steven Prieto,20,75,ST,64
Ko Seul Ki,32,64,RCM,64
M. Campos,29,64,LM,64
G. Rivas,22,72,CM,64
Pep Biel,21,72,CM,64
D. Cornelius,20,74,CB,64
F. Darwish,26,64,RB,64
R. Arciero,25,69,RB,64
A. Pinamonti,19,80,ST,64
L. Luna,30,64,CDM,64
B. Evans,33,64,CB,64
J. O'Sullivan,24,67,RM,64
P. Schorr,23,69,LM,64
Kim Shin,23,69,ST,64
B. Tour‚,23,70,CM,64
R. Sweeney,21,72,LCB,64
E. Zambataro,19,74,LB,64
N. Rasskazov,20,75,RB,64
F. Piovaccari,33,64,ST,64
A. Lomovitskiy,20,78,RM,64
Shin Kwang Hoon,31,64,RB,64
M. Kuttin,24,66,GK,64
K. Pallesen,28,64,RB,64
O. ?lvarez,23,72,ST,64
B. Straetman,20,73,LM,64
G. Middleton,18,84,LW,64
J. Eskesen,19,75,LCM,64
Guillem Jaime,19,80,RW,64
R. Ranftl,26,65,RM,64
J. Grant,30,64,LM,64
M. Y?ld?r?m,31,64,LDM,64
M. Ingebrigtsen,21,73,RS,64
N. Bertocchi,29,64,CM,64
A. Camigliano,23,70,CB,64
U. Saltnes,25,67,LCM,64
I. Harkes,23,71,CM,64
D. Kelly,27,65,ST,64
Jos‚ Gonz lez,22,73,CM,64
C. Dikamona,28,66,RCB,64
J. Maurer,29,64,GK,64
A. Morgan,27,64,LB,64
C. Lustenberger,31,64,LB,64
M. Ngombo,23,71,RS,64
J. Ibarra,29,64,CM,64
F. Affolter,27,64,CB,64
J. Chancellor,26,68,RCB,64
L. Mai,18,84,CB,64
P. Jerez,33,64,LB,64
A. Al Bishi,24,69,RM,64
D. Watts,21,77,RDM,64
S. Reyes,20,78,LW,64
M. Vitale,20,73,CM,64
M. Seegert,24,70,CB,64
D. Lewington,34,64,LWB,64
Fran Garc¡a,18,79,LB,64
G. Mebrahtu,27,64,ST,64
A. Ponce,21,75,ST,64
V. Screciu,18,80,CDM,64
Mika,21,74,LW,64
D. Massey,30,64,LB,64
M. O'Hara,22,72,CM,64
J. Augustinsson,22,72,LB,64
L. P‚rez,29,64,CDM,64
Gerard Oliva,28,64,ST,64
J. Hamilton,24,70,GK,64
L. McGee,22,74,GK,64
T. Alfaro,25,69,CB,64
M. Wagner,31,64,CAM,64
A. Awaji,28,64,LM,64
M. ?osi?,24,68,CB,64
D. McNeil,18,79,LM,64
P. Charruau,24,69,GK,64
S. Sarr,22,71,CM,64
T. Pearce,20,79,LB,64
T. Oakley-Boothe,18,81,CM,64
S. Ichazo,26,64,GK,64
D. Daniels,24,69,RCB,64
A. Ariano,27,67,CB,64
B. Kallman,27,66,LCB,64
D. Lovren,19,81,RM,64
Li Wei,33,64,CDM,64
H. Silva,26,69,CB,64
K. Coulibaly,25,66,LW,64
J. Deminguet,20,76,CM,64
J. Mellis,27,64,RCM,64
S. Demhasaj,22,75,ST,64
M. Di Piazza,30,64,ST,64
B. Fern ndez,26,66,ST,64
S. Binakaj,29,64,RM,64
Zhou Haibin,32,64,CDM,64
S. Leyton,25,69,CM,64
C. Dagba,19,79,RB,64
P. Mller,23,68,RM,64
I. Juki?,22,70,LM,64
K. Zohi,21,76,ST,64
S. Jombati,30,64,RCB,64
J. Cox,24,67,ST,64
S. Salinas,32,64,LB,64
D. Parra,26,68,CB,64
Leonardo Freij?o,34,64,CDM,64
D. Powell,27,64,LM,64
D. Potts,24,70,LB,64
J. Vidovi?,29,65,RCB,64
O. Sowunmi,22,69,RCB,64
J. Bertilsson,30,64,RW,64
J. Bachmann,22,68,RDM,64
P. Heerwagen,35,64,GK,64
B. McNamee,26,66,CAM,64
J. Aspropotamitis,22,72,CB,64
M. Pal?i?,25,66,RB,64
M. Risti?,22,73,LB,64
N. Tyson,36,64,LW,64
S. Al Qumayzi,26,64,RB,64
C. Agnelli,32,64,CM,64
Lee Sang Heon,20,72,CF,64
B. Bronico,23,71,LDM,64
M. Okugawa,22,72,RM,64
T. Obadeyi,28,64,LM,64
A. Guira,30,64,CDM,64
Liu Jian,33,64,CB,64
C. Wighton,20,75,ST,64
Y. Segawa,24,69,RS,64
K. Chinen,23,67,CF,64
I. Abass,19,77,LW,64
J. Stacey,22,74,RB,64
M. Aebischer,21,76,CM,64
S. Rakowitz,28,64,RM,64
Diego Alende,20,74,CB,64
S. Clare,21,75,CAM,64
M. Exslager,27,65,ST,64
A. Noppert,24,69,GK,64
Hu Yanqiang,25,67,CM,64
N. Gil,21,76,LB,64
A. Wordsworth,29,64,CM,64
And£jar,26,67,CB,64
P. Koch,27,65,RB,64
G. Puel,26,65,RB,64
G. Francomb,26,64,RM,64
D. McMillan,29,64,ST,64
A. Flores,27,64,CM,64
K. Anderson,23,68,RW,64
V. De Marco,25,69,CB,64
Z. Erkilinc,20,74,LW,64
Jiang Liang,28,64,RB,64
U. Meras,22,73,LB,64
E. Johansen,25,68,GK,64
O. Threlkeld,24,68,RB,64
T. Anderson,24,69,RCB,64
F. Moufi,22,72,RB,64
R. Williams,19,79,CB,64
Carlitos,33,64,CAM,64
E. I¤¡guez,21,74,RB,64
B. Hu?idi?,31,64,CM,64
S. Longstaff,20,78,CM,64
C. Sammon,31,64,ST,64
M. Wolfram,21,76,RM,64
M. Fa?ko,23,70,CDM,64
O. Fane,24,70,CDM,64
Xesc Regis,21,73,ST,64
Lu Lin,33,64,LM,64
F. Markovi?,26,65,RM,64
F. Rawson,21,70,RCB,64
M. Dauda,20,75,CF,64
K. Ward,27,64,CAM,64
L. H„gg-Johansson,23,68,GK,64
M. Pinto,24,71,LB,64
Song Si Woo,24,67,RM,64
M. Halsti,34,64,LCB,64
Viti,20,76,RM,64
E. J¢nsson,29,64,RCM,64
A. Deiola,22,73,CM,64
Adri n Rocheira,34,64,CDM,64
J. Bourdouxhe,27,64,LB,64
N. Cameron,26,67,CB,64
